sentence,answer
"Jordan is married to Madison , Audrey is married to Neil , Bailey is married to Robbie , and Marcus is married to Marcus . So Madison is the partner of [MASK] .",Jordan
"Grayson is married to Alexandra , Arthur is married to Luke , Hannah is married to Ellen , and Julia is married to Julia . So Alexandra is the partner of [MASK] .",Grayson
"Paige is married to Andrea , Henry is married to Jessica , Lindsey is married to Stacy , and Lindsay is married to Lindsay . So Andrea is the partner of [MASK] .",Paige
"Colin is married to Sophia , Leigh is married to Grace , Henry is married to Alex , and Richard is married to Richard . So Sophia is the partner of [MASK] .",Colin
"Kimberly is married to Richard , Jill is married to Margaret , Audrey is married to Daniel , and Gareth is married to Gareth . So Richard is the partner of [MASK] .",Kimberly
"Amy is married to Paige , Gerald is married to Aaron , Fraser is married to Taylor , and Stewart is married to Stewart . So Paige is the partner of [MASK] .",Amy
"Lee is married to George , Ronald is married to Kerry , Sarah is married to Justin , and Nathan is married to Nathan . So George is the partner of [MASK] .",Lee
"Jon is married to Alison , Raymond is married to Grayson , Alex is married to Zac , and Richard is married to Richard . So Alison is the partner of [MASK] .",Jon
"Alexis is married to Danielle , Kimberly is married to Anne , Craig is married to Judith , and Harvey is married to Harvey . So Danielle is the partner of [MASK] .",Alexis
"Courtney is married to Patricia , Quinn is married to Amelia , Duncan is married to Amber , and Jennifer is married to Jennifer . So Patricia is the partner of [MASK] .",Courtney
"Autumn is married to Melanie , Margaret is married to Jude , Grant is married to Josh , and Nova is married to Nova . So Melanie is the partner of [MASK] .",Autumn
"Shirley is married to Faith , Samuel is married to Maya , Noah is married to Scarlett , and Raymond is married to Raymond . So Faith is the partner of [MASK] .",Shirley
"Blake is married to Alexandra , Paige is married to Fraser , Joe is married to Charlotte , and Brooke is married to Brooke . So Alexandra is the partner of [MASK] .",Blake
"Michael is married to Tommy , Robin is married to Heather , Nicole is married to Denise , and Eve is married to Eve . So Tommy is the partner of [MASK] .",Michael
"Lindsey is married to Grace , Carol is married to Rory , Pamela is married to Peter , and Cheryl is married to Cheryl . So Grace is the partner of [MASK] .",Lindsey
"Amanda is married to Eve , Lily is married to Gareth , John is married to Jordan , and Jessica is married to Jessica . So Eve is the partner of [MASK] .",Amanda
"Shaun is married to Keith , Rory is married to Leah , Robert is married to Liam , and Caroline is married to Caroline . So Keith is the partner of [MASK] .",Shaun
"Joey is married to Alex , Sara is married to Wayne , Eve is married to Rebecca , and Mohammed is married to Mohammed . So Alex is the partner of [MASK] .",Joey
"Craig is married to Alison , Dawn is married to Jennifer , Grace is married to Charlotte , and Sonny is married to Sonny . So Alison is the partner of [MASK] .",Craig
"Jon is married to Elizabeth , Elise is married to Kara , Georgia is married to Murray , and Gareth is married to Gareth . So Elizabeth is the partner of [MASK] .",Jon
"Sophie is married to Oscar , Josh is married to Lena , Louie is married to Nina , and Archie is married to Archie . So Oscar is the partner of [MASK] .",Sophie
